dataset,domain,method,seed,role,status,expected_images,completed_images,completed_visualizations,evidence,manifest,collected_at
DIOR,cloudy,D,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.307245+00:00
DIOR,cloudy,D,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.307548+00:00
DIOR,cloudy,E,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.307852+00:00
DIOR,cloudy,E,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.308193+00:00
DIOR,cloudy,F,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.308449+00:00
DIOR,cloudy,F,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/cloudy/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.308789+00:00
DIOR,contrast,B,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/B/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.309087+00:00
DIOR,contrast,B,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/B/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.309371+00:00
DIOR,contrast,C,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/C/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.309676+00:00
DIOR,contrast,C,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/C/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.309920+00:00
DIOR,contrast,D,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/D/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.310157+00:00
DIOR,contrast,D,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/D/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.310440+00:00
DIOR,contrast,E,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/E/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.310732+00:00
DIOR,contrast,E,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/E/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.311015+00:00
DIOR,contrast,F,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/F/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.311300+00:00
DIOR,contrast,F,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative/seed_44/iraod-aligned-roi-v3-full-test/DIOR/contrast/F/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/qualitative_seed44.json,2026-09-12T02:08:19.311569+00:00
DIOR,brightness,AASFOD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.311916+00:00
DIOR,brightness,AASFOD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.312200+00:00
DIOR,brightness,IRG,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.312512+00:00
DIOR,brightness,IRG,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.312763+00:00
DIOR,brightness,LPLD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.313097+00:00
DIOR,brightness,LPLD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.313392+00:00
DIOR,brightness,SFUT,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.313633+00:00
DIOR,brightness,SFUT,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.313934+00:00
DIOR,brightness,SFYOLO,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.314196+00:00
DIOR,brightness,SFYOLO,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_42/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.314459+00:00
DIOR,clean,AASFOD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.314710+00:00
DIOR,clean,AASFOD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.314985+00:00
DIOR,clean,IRG,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.315232+00:00
DIOR,clean,IRG,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.315534+00:00
DIOR,clean,LPLD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.315780+00:00
DIOR,clean,LPLD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.316074+00:00
DIOR,clean,SFUT,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.316380+00:00
DIOR,clean,SFUT,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.316697+00:00
DIOR,clean,SFYOLO,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.316980+00:00
DIOR,clean,SFYOLO,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_42/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.317266+00:00
DIOR,cloudy,AASFOD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.317574+00:00
DIOR,cloudy,AASFOD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.317877+00:00
DIOR,cloudy,IRG,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.318182+00:00
DIOR,cloudy,IRG,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.318464+00:00
DIOR,cloudy,LPLD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.318746+00:00
DIOR,cloudy,LPLD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.319005+00:00
DIOR,cloudy,SFUT,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.319259+00:00
DIOR,cloudy,SFUT,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.319582+00:00
DIOR,cloudy,SFYOLO,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.319880+00:00
DIOR,cloudy,SFYOLO,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_42/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.320171+00:00
DIOR,contrast,AASFOD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.320519+00:00
DIOR,contrast,AASFOD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.320866+00:00
DIOR,contrast,IRG,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.321137+00:00
DIOR,contrast,IRG,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.321432+00:00
DIOR,contrast,LPLD,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.321660+00:00
DIOR,contrast,LPLD,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.321946+00:00
DIOR,contrast,SFUT,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.322205+00:00
DIOR,contrast,SFUT,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.322442+00:00
DIOR,contrast,SFYOLO,42,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.322746+00:00
DIOR,contrast,SFYOLO,42,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_42/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.323016+00:00
RSAR,am_noise_horizontal,AASFOD,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.323360+00:00
RSAR,am_noise_horizontal,AASFOD,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.323606+00:00
RSAR,am_noise_horizontal,IRG,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.323857+00:00
RSAR,am_noise_horizontal,IRG,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.324124+00:00
RSAR,am_noise_horizontal,LPLD,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.324435+00:00
RSAR,am_noise_horizontal,LPLD,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.324740+00:00
RSAR,am_noise_horizontal,SFUT,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.324989+00:00
RSAR,am_noise_horizontal,SFUT,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.325292+00:00
RSAR,am_noise_horizontal,SFYOLO,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.325541+00:00
RSAR,am_noise_horizontal,SFYOLO,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_42/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.325793+00:00
RSAR,am_noise_vertical,AASFOD,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_vertical/seed_42/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.326114+00:00
RSAR,am_noise_vertical,AASFOD,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_vertical/seed_42/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.326437+00:00
RSAR,am_noise_vertical,IRG,42,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_vertical/seed_42/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.326718+00:00
RSAR,am_noise_vertical,IRG,42,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_vertical/seed_42/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.326958+00:00
